Area,Category,Data Source,Data Year,Equity Report Year,Geography Type,Indicator,Notes,Percent,Percentile,Unit for Value,Value,multipolygon
002705,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.088309 32.736294, -117.085237 32.739395, -117.082019 32.742894, -117.079497 32.743999, -117.079523 32.743168, -117.079612 32.737691, -117.079639 32.735878, -117.079639 32.735857, -117.079645 32.735774, -117.079846 32.729554, -117.08306 32.725875, -117.084945 32.723666, -117.085137 32.726644, -117.089123 32.729427, -117.089008 32.731423, -117.087165 32.735008, -117.088081 32.736151, -117.088309 32.736294)))"
002703,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.067147 32.740648, -117.067144 32.740964, -117.067122 32.74214, -117.069945 32.74147, -117.071612 32.743358, -117.074421 32.742528, -117.079523 32.743168, -117.079497 32.743999, -117.07948 32.745878, -117.079436 32.748786, -117.075225 32.747804, -117.072639 32.748931, -117.067649 32.751792, -117.06447 32.752849, -117.062572 32.750039, -117.061192 32.746629, -117.058722 32.745683, -117.057522 32.745386, -117.054986 32.74474, -117.053643 32.744352, -117.053539 32.744306, -117.053455 32.744265, -117.051277 32.742462, -117.051242 32.742421, -117.051077 32.742268, -117.050837 32.742041, -117.052093 32.741038, -117.054329 32.738717, -117.055894 32.737349, -117.056101 32.737255, -117.056377 32.73722, -117.057068 32.737375, -117.057274 32.73753, -117.058241 32.738123, -117.058162 32.739451, -117.058073 32.740602, -117.057982 32.741324, -117.058462 32.742051, -117.066449 32.741594, -117.066479 32.740931, -117.067147 32.740648)))"
002702,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.072639 32.748931, -117.075225 32.747804, -117.079436 32.748786, -117.079434 32.753143, -117.079355 32.757827, -117.072848 32.758755, -117.072182 32.75889, -117.069527 32.760165, -117.068274 32.760737, -117.067043 32.761347, -117.066355 32.757641, -117.06447 32.752849, -117.067649 32.751792, -117.072639 32.748931)))"
002602,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.100962 32.740265, -117.096588 32.740262, -117.096588 32.740261, -117.092279 32.740275, -117.09223 32.737109, -117.092802 32.735366, -117.096074 32.732133, -117.097652 32.73053, -117.09975 32.72884, -117.101072 32.731149, -117.101037 32.735163, -117.100981 32.738506, -117.100962 32.740265)))"
002502,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.117799 32.717173, -117.117673 32.718721, -117.117276 32.720178, -117.116743 32.72113, -117.112123 32.727994, -117.111511 32.731801, -117.111511 32.732125, -117.11038 32.734171, -117.105644 32.736783, -117.101686 32.740641, -117.1012 32.740266, -117.100962 32.740265, -117.100981 32.738506, -117.101037 32.735163, -117.101072 32.731149, -117.09975 32.72884, -117.102341 32.726736, -117.103228 32.725658, -117.103748 32.725274, -117.107622 32.723192, -117.109975 32.72038, -117.110634 32.718251, -117.117798 32.717129, -117.117798 32.717163, -117.117799 32.717173)))"
002501,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.110568 32.744084, -117.110431 32.744122, -117.10698 32.744055, -117.104531 32.744036, -117.10095 32.744009, -117.100962 32.740265, -117.1012 32.740266, -117.101686 32.740641, -117.105644 32.736783, -117.11038 32.734171, -117.111511 32.732125, -117.111511 32.731801, -117.112891 32.733242, -117.114839 32.737893, -117.116417 32.740774, -117.116418 32.740776, -117.116562 32.740988, -117.117863 32.742841, -117.119356 32.744636, -117.115645 32.744124, -117.113176 32.744108, -117.111937 32.744108, -117.110802 32.7441, -117.110568 32.744084)))"
002401,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.110431 32.744122, -117.110568 32.744084, -117.110802 32.7441, -117.111937 32.744108, -117.113176 32.744108, -117.115645 32.744124, -117.119356 32.744636, -117.121585 32.747274, -117.12252 32.748642, -117.121044 32.749006, -117.120811 32.74918, -117.120287 32.749678, -117.119281 32.749765, -117.116812 32.749747, -117.11557 32.749737, -117.113104 32.749715, -117.109399 32.749684, -117.109446 32.746113, -117.110431 32.744122)))"
002302,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.100833 32.753173, -117.100807 32.755116, -117.099499 32.755065, -117.095808 32.755571, -117.092196 32.756069, -117.092233 32.753106, -117.092255 32.751349, -117.092277 32.74954, -117.100877 32.749613, -117.100856 32.751436, -117.100833 32.753173)))"
002202,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.109375 32.7515, -117.109329 32.755176, -117.106122 32.755154, -117.102928 32.755132, -117.100807 32.755116, -117.100833 32.753173, -117.100856 32.751436, -117.100877 32.749613, -117.101976 32.749622, -117.103232 32.749633, -117.104455 32.749644, -117.105691 32.749652, -117.109399 32.749684, -117.109375 32.7515)))"
001500,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.116417 32.740774, -117.117129 32.740603, -117.120214 32.739837, -117.120703 32.739244, -117.123073 32.73925, -117.125018 32.739256, -117.125006 32.741029, -117.128223 32.741031, -117.128228 32.743796, -117.128234 32.748459, -117.12644 32.74847, -117.125028 32.74848, -117.123139 32.748496, -117.12252 32.748642, -117.121585 32.747274, -117.119356 32.744636, -117.117863 32.742841, -117.116562 32.740988, -117.116418 32.740776, -117.116417 32.740774)))"
001400,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.137569 32.748451, -117.132792 32.748455, -117.13138 32.748451, -117.128234 32.748459, -117.128228 32.743796, -117.128223 32.741031, -117.129283 32.741031, -117.133634 32.740997, -117.137914 32.740989, -117.137911 32.74197, -117.137909 32.742127, -117.137902 32.745606, -117.137895 32.748448, -117.137569 32.748451)))"
009902,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.23623688493801 32.671355, -117.238404 32.681228, -117.237442 32.68295, -117.23325 32.686405, -117.23559 32.685502, -117.237978 32.687162, -117.23833 32.688355, -117.238447 32.688536, -117.239462 32.689465, -117.239875 32.695926, -117.239208 32.699314, -117.238109 32.701179, -117.238116 32.701311, -117.236381 32.703693, -117.236991 32.708056, -117.236549 32.711797, -117.235164 32.714037, -117.235438 32.716242, -117.233417 32.718012, -117.230944 32.71885, -117.229311 32.7178, -117.227627 32.719896, -117.224797 32.718396, -117.224432 32.716499, -117.229764 32.712175, -117.232572 32.709485, -117.234706 32.708983, -117.234588 32.707928, -117.231258 32.709029, -117.228144 32.712087, -117.222675 32.715718, -117.220373 32.718182, -117.220226 32.719179, -117.220204 32.71937, -117.220243 32.719519, -117.220517 32.719733, -117.220738 32.719766, -117.220933 32.719744, -117.221234 32.719439, -117.223235 32.71849, -117.227819 32.721609, -117.227667 32.721991, -117.227732 32.72225, -117.227726 32.723432, -117.226257 32.724791, -117.22306 32.72538, -117.222996 32.725173, -117.222599 32.724925, -117.222529 32.723954, -117.217557 32.721692, -117.215314 32.727868, -117.20961 32.72839, -117.208731 32.728523, -117.205214 32.728637, -117.1996 32.72905, -117.198881 32.726187, -117.210831 32.725314, -117.213551 32.724871, -117.213037 32.723881, -117.20659 32.724718, -117.197202 32.724879, -117.188335 32.723928, -117.187776 32.724269, -117.188003 32.724857, -117.194587 32.725737, -117.195232 32.727552, -117.189767 32.727205, -117.188296 32.726881, -117.186065 32.728432, -117.184477 32.728047, -117.184991 32.727007, -117.184894 32.726886, -117.182688 32.726089, -117.182454 32.7261, -117.180834 32.725528, -117.178366 32.727363, -117.175558 32.726803, -117.17388 32.725208, -117.173475 32.719912, -117.173458 32.717988, -117.176665 32.717945, -117.176659 32.71679, -117.173452 32.716762, -117.173445 32.714815, -117.176646 32.714838, -117.176639 32.714024, -117.173823 32.71399, -117.173576 32.712648, -117.175852 32.712803, -117.175852 32.711538, -117.175527 32.711274, -117.173373 32.712369, -117.172067 32.709453, -117.170609 32.708027, -117.167293 32.708408, -117.160977 32.703983, -117.158885 32.702291, -117.160426 32.701841, -117.158052 32.701741, -117.161149 32.700686, -117.154893 32.696351, -117.15194 32.697093, -117.150673 32.695894, -117.152104 32.694431, -117.150228 32.695595, -117.14883 32.694359, -117.143027 32.6913, -117.142065 32.689787, -117.139776 32.690364, -117.137019 32.688795, -117.139342 32.687141, -117.136578 32.687343, -117.136298 32.687448, -117.134568 32.687947, -117.13361 32.687918, -117.129391 32.687373, -117.132715 32.687375, -117.133411 32.686908, -117.132456 32.685972, -117.135084 32.684423, -117.132313 32.685818, -117.130441 32.68397, -117.12901 32.684585, -117.125024 32.679552, -117.125863 32.679079, -117.135422 32.678614, -117.133097 32.677167, -117.130575 32.675522, -117.125693 32.644748, -117.118563 32.606268, -117.116463 32.606565, -117.108462 32.603854, -117.111661 32.601752, -117.115562 32.599854, -117.116863 32.605454, -117.119763 32.605254, -117.120412 32.608807, -117.126864 32.644153, -117.133264 32.675952, -117.146701 32.683926, -117.154828 32.688285, -117.163166 32.693052, -117.163926 32.693263, -117.166653 32.698344, -117.171438 32.699877, -117.180042 32.702267, -117.180517 32.702586, -117.180972 32.703202, -117.180803 32.703559, -117.181276 32.703714, -117.188517 32.705902, -117.189808 32.705203, -117.189622 32.705654, -117.190788 32.70602, -117.191017 32.706184, -117.189309 32.712777, -117.189987 32.713227, -117.196521 32.715026, -117.19862 32.714586, -117.204506 32.714573, -117.204311 32.715255, -117.205384 32.714056, -117.213326 32.711981, -117.214601 32.712234, -117.21728 32.710067, -117.217151 32.710941, -117.217709 32.709302, -117.22152 32.706255, -117.224966 32.702905, -117.226857 32.698719, -117.227596 32.693863, -117.226768 32.688606, -117.225232 32.68622, -117.224126 32.685423, -117.224035 32.685159, -117.223781 32.684923, -117.223749 32.684742, -117.223742 32.684571, -117.223761 32.683306, -117.223715 32.683196, -117.223715 32.6831175833333, -117.22386235863802 32.6830534550369, -117.223868 32.683051, -117.23623688493801 32.671355)))"
005600,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.147902 32.719313, -117.148156 32.719394, -117.148787 32.719417, -117.153781 32.71938, -117.156559 32.719901, -117.157457 32.719897, -117.159297 32.719895, -117.161118 32.719903, -117.164746 32.719887, -117.166489 32.719883, -117.166496 32.722993, -117.164785 32.722999, -117.16455 32.72314, -117.16387 32.723533, -117.161144 32.722726, -117.160221 32.72279, -117.15934 32.723107, -117.159447 32.72406, -117.159408 32.727213, -117.159399 32.731394, -117.159404 32.73243, -117.159414 32.736632, -117.159414 32.739964, -117.159448 32.74081, -117.159266 32.741041, -117.156536 32.741068, -117.156385 32.741076, -117.156348 32.741079, -117.153369 32.741124, -117.147529 32.741169, -117.146137 32.741182, -117.137914 32.740989, -117.133634 32.740997, -117.133624 32.737438, -117.13363 32.733666, -117.133894 32.72965, -117.133991 32.727534, -117.133884 32.72343, -117.133899 32.719447, -117.138198 32.719463, -117.138241 32.719578, -117.138495 32.719463, -117.140308 32.719456, -117.142525 32.719443, -117.144557 32.719522, -117.144947 32.71942, -117.14756 32.717865, -117.147606 32.718378, -117.147791 32.719275, -117.147902 32.719313), (-117.149218 32.722556, -117.147243 32.719863, -117.142597 32.722716, -117.144483 32.724948, -117.144133 32.728023, -117.146952 32.728086, -117.149409 32.7268, -117.151251 32.724104, -117.15134 32.723917, -117.150509 32.723589, -117.150211 32.723421, -117.149391 32.722765, -117.149218 32.722556)))"
005400,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.173373 32.712369, -117.175527 32.711274, -117.175852 32.711538, -117.175852 32.712803, -117.173576 32.712648, -117.173823 32.71399, -117.176639 32.714024, -117.176646 32.714838, -117.173445 32.714815, -117.173452 32.716762, -117.176659 32.71679, -117.176665 32.717945, -117.173458 32.717988, -117.173475 32.719912, -117.173102 32.719869, -117.171021 32.719874, -117.166489 32.719883, -117.166488 32.713569, -117.166487 32.712539, -117.166506 32.711472, -117.165598 32.711471, -117.161948 32.711479, -117.161037 32.711485, -117.15921 32.711501, -117.157393 32.711509, -117.15648 32.711513, -117.156448 32.707314, -117.155946 32.706497, -117.157349 32.706253, -117.157152 32.705464, -117.157638 32.705021, -117.157818 32.70484, -117.15999 32.704209, -117.160977 32.703983, -117.167293 32.708408, -117.170609 32.708027, -117.172067 32.709453, -117.173373 32.712369)))"
005300,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.157393 32.711509, -117.15921 32.711501, -117.161037 32.711485, -117.161948 32.711479, -117.165598 32.711471, -117.166506 32.711472, -117.166487 32.712539, -117.166488 32.713569, -117.166489 32.719883, -117.164746 32.719887, -117.161118 32.719903, -117.159297 32.719895, -117.157457 32.719897, -117.156559 32.719901, -117.156523 32.715718, -117.15648 32.711513, -117.157393 32.711509)))"
005200,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.148787 32.719417, -117.148156 32.719394, -117.147902 32.719313, -117.147791 32.719275, -117.147606 32.718378, -117.14756 32.717865, -117.147562 32.717864, -117.147553 32.715767, -117.147791 32.715766, -117.147734 32.711533, -117.151922 32.711541, -117.15648 32.711513, -117.156523 32.715718, -117.156559 32.719901, -117.153781 32.71938, -117.148787 32.719417)))"
005100,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.14773 32.706273, -117.147666 32.705667, -117.147574 32.705251, -117.14757 32.705238, -117.14757 32.705235, -117.145431 32.703008, -117.148882 32.699616, -117.147395 32.698282, -117.150228 32.695595, -117.152104 32.694431, -117.150673 32.695894, -117.15194 32.697093, -117.154893 32.696351, -117.161149 32.700686, -117.158052 32.701741, -117.160426 32.701841, -117.158885 32.702291, -117.160977 32.703983, -117.15999 32.704209, -117.157818 32.70484, -117.157638 32.705021, -117.157152 32.705464, -117.157349 32.706253, -117.155946 32.706497, -117.156448 32.707314, -117.15648 32.711513, -117.151922 32.711541, -117.147734 32.711533, -117.147757 32.71067, -117.147733 32.709425, -117.14773 32.706273)))"
005000,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.133713 32.692796, -117.133629 32.688856, -117.13361 32.687918, -117.134568 32.687947, -117.136298 32.687448, -117.136578 32.687343, -117.139342 32.687141, -117.137019 32.688795, -117.139776 32.690364, -117.142065 32.689787, -117.143027 32.6913, -117.14883 32.694359, -117.150228 32.695595, -117.147395 32.698282, -117.148882 32.699616, -117.145431 32.703008, -117.138663 32.698674, -117.133832 32.694948, -117.13383 32.694491, -117.133806 32.694104, -117.133741 32.693691, -117.133713 32.692796)))"
004800,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.142458 32.711572, -117.138148 32.711611, -117.13385 32.711631, -117.133836 32.710562, -117.133841 32.708473, -117.133881 32.705342, -117.135464 32.705328, -117.142394 32.705256, -117.142433 32.707321, -117.142416 32.707579, -117.142407 32.708397, -117.142458 32.711572)))"
004700,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.14757 32.705235, -117.14757 32.705238, -117.147574 32.705251, -117.147666 32.705667, -117.14773 32.706273, -117.147733 32.709425, -117.147757 32.71067, -117.147734 32.711533, -117.142458 32.711572, -117.142407 32.708397, -117.142416 32.707579, -117.142433 32.707321, -117.142394 32.705256, -117.143964 32.70522, -117.14757 32.705235)))"
004600,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.147734 32.711533, -117.147791 32.715766, -117.147553 32.715767, -117.147562 32.717864, -117.14756 32.717865, -117.144947 32.71942, -117.144557 32.719522, -117.142525 32.719443, -117.142488 32.715796, -117.142481 32.714749, -117.142458 32.711572, -117.147734 32.711533)))"
004501,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.138198 32.719463, -117.133899 32.719447, -117.133901 32.718977, -117.133862 32.718978, -117.133796 32.716884, -117.133775 32.715839, -117.13819 32.715816, -117.140274 32.715809, -117.142488 32.715796, -117.142525 32.719443, -117.140308 32.719456, -117.138495 32.719463, -117.138241 32.719578, -117.138198 32.719463)))"
004300,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.125018 32.739256, -117.125076 32.733864, -117.125283 32.729631, -117.129582 32.72965, -117.130165 32.729652, -117.133894 32.72965, -117.13363 32.733666, -117.133624 32.737438, -117.133634 32.740997, -117.129283 32.741031, -117.128223 32.741031, -117.125006 32.741029, -117.125018 32.739256)))"
004200,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.12129 32.716271, -117.12101 32.719022, -117.122655 32.719027, -117.123476 32.719043, -117.125311 32.719014, -117.125459 32.724397, -117.125283 32.729631, -117.125076 32.733864, -117.125018 32.739256, -117.123073 32.73925, -117.120703 32.739244, -117.120214 32.739837, -117.117129 32.740603, -117.116417 32.740774, -117.114839 32.737893, -117.112891 32.733242, -117.111511 32.731801, -117.112123 32.727994, -117.116743 32.72113, -117.117276 32.720178, -117.117673 32.718721, -117.117799 32.717173, -117.117798 32.717163, -117.117798 32.717129, -117.119596 32.716787, -117.12129 32.716271)))"
004100,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.119003 32.711632, -117.12131 32.711729, -117.122253 32.711781, -117.125271 32.711673, -117.13385 32.711631, -117.138148 32.711611, -117.142458 32.711572, -117.142481 32.714749, -117.142488 32.715796, -117.140274 32.715809, -117.13819 32.715816, -117.133775 32.715839, -117.133796 32.716884, -117.133862 32.718978, -117.133199 32.718982, -117.133175 32.718981, -117.131156 32.71899, -117.129463 32.718998, -117.126596 32.719013, -117.125311 32.719014, -117.123476 32.719043, -117.122655 32.719027, -117.12101 32.719022, -117.12129 32.716271, -117.119596 32.716787, -117.117798 32.717129, -117.11764 32.715804, -117.117707 32.714643, -117.117798 32.713981, -117.118798 32.71162, -117.118962 32.711627, -117.119003 32.711632)))"
004000,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.119003 32.711632, -117.118962 32.711627, -117.118798 32.71162, -117.119871 32.708672, -117.120296 32.706767, -117.120318 32.706527, -117.125222 32.706434, -117.125221 32.705371, -117.129522 32.705368, -117.133881 32.705342, -117.133841 32.708473, -117.133836 32.710562, -117.13385 32.711631, -117.125271 32.711673, -117.122253 32.711781, -117.12131 32.711729, -117.119003 32.711632)))"
003901,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.120318 32.706527, -117.120368 32.706241, -117.120462 32.705491, -117.120503 32.704892, -117.120522 32.701213, -117.120805 32.701208, -117.123886 32.701205, -117.123915 32.701203, -117.124036 32.701199, -117.133839 32.701148, -117.133857 32.70324, -117.133881 32.705342, -117.129522 32.705368, -117.125221 32.705371, -117.125222 32.706434, -117.120318 32.706527)))"
003800,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.13361 32.687918, -117.133629 32.688856, -117.133713 32.692796, -117.126215 32.692832, -117.123222 32.690933, -117.110973 32.682458, -117.110869 32.682389, -117.110843 32.682374, -117.11091 32.682355, -117.110927 32.682351, -117.110972 32.682336, -117.111157 32.682283, -117.111748 32.682091, -117.11467 32.681308, -117.114801 32.681308, -117.115009 32.681369, -117.115005 32.681289, -117.115099 32.68128, -117.115993 32.681208, -117.120205 32.680064, -117.120686 32.679755, -117.120995 32.679564, -117.121318 32.679424, -117.124747 32.679291, -117.124809 32.679365, -117.128215 32.677694, -117.125863 32.679079, -117.125024 32.679552, -117.12901 32.684585, -117.130441 32.68397, -117.132313 32.685818, -117.135084 32.684423, -117.132456 32.685972, -117.133411 32.686908, -117.132715 32.687375, -117.129391 32.687373, -117.13361 32.687918)))"
003603,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.113685 32.68723, -117.112413 32.689767, -117.1081 32.689786, -117.102439 32.689806, -117.102443 32.688962, -117.102351 32.687787, -117.102015 32.686781, -117.101986 32.686693, -117.101407 32.685017, -117.109601 32.68272, -117.110201 32.682557, -117.110843 32.682374, -117.110869 32.682389, -117.110973 32.682458, -117.11171 32.684335, -117.113685 32.68723)))"
003602,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.102413 32.691807, -117.102439 32.689806, -117.1081 32.689786, -117.112413 32.689767, -117.112462 32.696036, -117.108168 32.696066, -117.106026 32.696084, -117.102376 32.696079, -117.102361 32.693229, -117.102413 32.691807)))"
003502,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.11251 32.701274, -117.10806 32.701289, -117.107006 32.700657, -117.106736 32.700529, -117.106056 32.69851, -117.106026 32.696084, -117.108168 32.696066, -117.112462 32.696036, -117.116749 32.696003, -117.120604 32.695987, -117.120619 32.699862, -117.120522 32.701213, -117.11679 32.701242, -117.11251 32.701274)))"
003501,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,18,"MULTIPOLYGON (((-117.120296 32.706767, -117.119871 32.708672, -117.118798 32.71162, -117.117907 32.711568, -117.110496 32.711499, -117.110482 32.710644, -117.10978 32.708964, -117.108366 32.7047, -117.107859 32.704091, -117.108017 32.703787, -117.108087 32.702767, -117.10806 32.701289, -117.11251 32.701274, -117.11679 32.701242, -117.120522 32.701213, -117.120503 32.704892, -117.120462 32.705491, -117.120368 32.706241, -117.120318 32.706527, -117.120296 32.706767)))"
003403,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,15,"MULTIPOLYGON (((-117.117707 32.714643, -117.11764 32.715804, -117.117798 32.717129, -117.110634 32.718251, -117.107288 32.718266, -117.102961 32.718989, -117.103025 32.717207, -117.102829 32.715098, -117.100844 32.711459, -117.098876 32.709307, -117.097264 32.707674, -117.100053 32.707683, -117.100313 32.70777, -117.102221 32.708483, -117.102257 32.708347, -117.104213 32.709214, -117.10978 32.708964, -117.110482 32.710644, -117.110496 32.711499, -117.117907 32.711568, -117.118798 32.71162, -117.117798 32.713981, -117.117707 32.714643)))"
003401,Low Income Population HPSA,"Health Resources & Services Administration, 2021.",2021,2023,Census Tract,Mental Health Health Professional Shortage Areas,HPSA designations are based on 2010 Census Tracts.,,,HPSA Score,17,"MULTIPOLYGON (((-117.102819 32.719026, -117.102932 32.718995, -117.102961 32.718989, -117.107288 32.718266, -117.110634 32.718251, -117.109975 32.72038, -117.107622 32.723192, -117.103748 32.725274, -117.103228 32.725658, -117.102341 32.726736, -117.09975 32.72884, -117.097652 32.73053, -117.096074 32.732133, -117.092802 32.735366, -117.09223 32.737109, -117.09004 32.736962, -117.089971 32.736957, -117.08906 32.736764, -117.088309 32.736294, -117.088081 32.736151, -117.087165 32.735008, -117.089008 32.731423, -117.089123 32.729427, -117.085137 32.726644, -117.084945 32.723666, -117.084917 32.721418, -117.08493 32.718046, -117.091831 32.717903, -117.093568 32.718303, -117.096174 32.719082, -117.102819 32.719026)))"
