county,hospital_name,transit_options,num_transit_options
Yolo,Vibra Hospital of Sacramento,[],0
Yolo,UC Davis Children's Hospital,"['Stockton Blvd & X St (NB)', 'Stockton Blvd & X St (SB)', '45th Street & Y Street (NB)', 'Y Street & 45th', 'Stockton Blvd & 2nd Ave (NB)', 'Stockton Blvd & Colonial Way (SB)', 'Stockton Blvd & Colonial Way (NB)', 'T St & 42nd St (EB)', 'T St & 45th St (EB)', 'T St & 43rd St (WB)', 'T St & 45th St (WB)', 'T St & 42nd St (WB)', 'Stockton Blvd & 2nd Ave (SB)', 'Stockton + 02nd Ave', 'Stockton Blvd & Miller Way (SB)', 'Stockton Blvd & 3rd Ave (NB)', 'T St & 48th St (WB)', 'T St & 48th St (EB)', 'Stockton Blvd & 3rd Ave (SB)', 'T St & 39th St (EB)']",20
Yolo,Adventist Health St Helena,['St. Helena Hospital next to pharmacy'],1
Yolo,"Sutter Medical Center, Sacramento","['L St. & 29th St.', 'L St & 28th St (WB)', '29th St & K St (SB)', '30th St & Capitol Ave (NB)', '30th St & L St (NB)', '29th St & N St (SB)', '30th St & N St (NB)', 'Alhambra Blvd & K St (SB)', 'J St & 28th St (EB)', 'J St + 28th St', 'L St & 26th St (WB)', '29th St + J St', '29th St & J St (SB)', 'J St & 27th St (EB)', '30th St + J St', '30th St & J St (NB)', 'J St + Alhambra', 'J St & Alhambra Blvd (EB)', '29th St & P St (SB)', '30th St & P St (NB)']",20
Yolo,NorthBay Health VacaValley Hospital,"['Nut Tree Rd. at North Bay Way', 'Nut Tree Rd. at North Bay Way', 'Nut Tree Rd. at Ulatis Dr.', 'Nut Tree Rd. at Elmira Rd', 'Nut Tree Rd. at Elmira Rd.', 'Nut Tree Rd. at Arcadia Dr.', 'Nut Tree Rd. at Yellowstone Dr', 'Nut Tree Rd. at Vaca Pena Middle School', 'Nut Tree Rd. at Vaca Pena Middle School', ""Burton Dr. at Helen Power Dr. (Sam's Club)"", 'Burton Dr.', 'Helen Power Dr. at Burton Dr. (Walmart)', 'Nut Tree Rd. at Burton Dr.']",13
Yolo,Sutter Solano Medical Center,"['Vallejo', 'Hospital Drive & Tuolumne', 'Tuolumne & Del Mar', 'Hospital Drive & Tuolumne', 'Tuolumne St & Hospital Dr', 'Sutter Hospital SB', 'Tuolumne St & Hospital Dr', 'Tuolumne St & Sereno Dr', 'Tuolumne St & Sereno Dr', 'Sereno Dr & San Marino Ave', 'Tuolumne St & Parkview Ter', 'Tuolumne St & Del Mar Ave', 'Sereno Dr & Mesa Verde St', 'Tuolumne St & Del Mar Ave', 'Tuolumne St & Parkview Ter', 'Fairgrounds Dr. & Sereno', 'Tuolumne St & Mitchell Ct', 'Fairgrounds Dr & Sereno Dr', 'Fairgrounds Dr & Sereno Dr', 'Six Flags Discovery Kingdom']",20
Tehama,St. Elizabeth Community Hospital,"['St. Elizabeth Hospital', 'Shasta College']",2
Tehama,Dignity health hospital,"['Greenville Rancheria', 'St. Elizabeth Hospital', 'Shasta College']",3
Tehama,Tehama County Health Clinic,['Tehama County Health Center'],1
Santa Cruz,Dignity Health – Dominican Hospital,"['Dominican Hospital', 'Soquel Dr (Dominican Hospital)', 'Soquel Dr & Paul Sweet Rd', 'Soquel Dr & Thurber Ln', 'Soquel Dr & Chanticleer Ave', 'Soquel Ave & 7th', 'Soquel Ave & 7th Ave', '7th Ave & Soquel', 'Soquel Ave & 7th Ave', 'Soquel Dr & Winkle Ave', 'Soquel Dr & Winkle Ave', '7th Ave (Casa La Familia)']",12
Santa Cruz,Santa Clara Valley Medical Center,"['Bascom & Fruitdale', 'Valley Medical Center', 'Valley Medical Center', 'Bascom & Renova', 'Ginger & Middle', 'Bascom & Renova', 'Clove & Ginger', 'Clove & Ginger', 'Bascom & Fruitdale', 'Moorpark & Empey', 'Bascom & Fruitdale', 'Fruitdale & Bascom', 'Moorpark & Thornton', 'BASCOM and SCOTT', 'Bascom & Scott', 'Fruitdale & Sherman Oaks', 'FRUITDALE and SHERMAN OAKS', 'Bascom & Scott', 'Moorpark & Monroe', 'Fruitdale & Sherman Oaks']",20
Santa Cruz,Watsonville Community Hospital,"['Neilson & Airport (Wats. Hospital)', 'Neilson & Airport Blvd (Wats. Hospital)', 'Neilson & Airport Blvd (Wats. Hospital)', 'Anna & Hanger Way', 'Anna & Hanger Way', 'Hanger Way & Neilson', 'Westgate Dr & Technology Dr (Social Security)', 'Anna & Holm Rd', 'Airport & Holm', 'Manfre Rd & Larkin Valley Rd', 'Airport Blvd & Holm Rd', 'Shady Oaks Dr & Jeanette Way', 'Shady Oaks Dr & Jeanette Way', 'Shady Oaks Dr & Anna', 'Airport Blvd & Holm Rd', 'Anna & Herman Ave', 'Sunnyhills Dr & Shady Oaks Dr', 'Sunnyhills Dr & Shady Oaks Dr', 'Herman Ave (Rolling Hills Middle School)', 'Manfre Rd & Lucerne Ave']",20
Santa Cruz,Emergency Room - Dominican Hospital,"['Dominican Hospital', 'Soquel Dr (Dominican Hospital)', 'Soquel Dr & Paul Sweet Rd', 'Soquel Dr & Thurber Ln', 'Soquel Dr & Chanticleer Ave', 'Soquel Ave & 7th Ave', 'Soquel Dr & Winkle Ave', 'Soquel Ave & 7th', 'Soquel Dr & Winkle Ave', '7th Ave & Soquel', 'Soquel Ave & 7th Ave', '7th Ave (Casa La Familia)']",12
Santa Cruz,Cypress Medical Center,"['Dominican Hospital', 'Soquel Dr (Dominican Hospital)', 'Soquel Dr & Thurber Ln', 'Soquel Dr & Chanticleer Ave', 'Soquel Dr & Paul Sweet Rd', 'Soquel Dr & Winkle Ave', 'Soquel Dr & Winkle Ave', 'Soquel Ave & 7th Ave', 'Soquel Ave & 7th', '7th Ave & Soquel']",10
Santa Cruz,Good Samaritan Hospital,"['SAMARITAN and GOOD SAMARITAN HOSPITAL', 'Good Samaritan Hospital', 'Good Samaritan Hospital', 'Good Samaritan Hospital', 'Samaritan & Samaritan', 'Samaritan & Medical Center', 'Samaritan & Saidel', 'Samaritan & Winton', 'Samaritan & National', 'Bascom & Samaritan', 'Samaritan & Clydelle', 'Los Gatos & Burton', 'BASCOM and WHITEOAKS', 'Bascom & White Oaks', 'SAMARITAN and COOPER', 'Samaritan & Cooper', 'Los Gatos & Del Sol', 'Bascom & White Oaks', 'Samaritan & Cooper', 'Los Gatos & Camino Del Sol']",20
Santa Cruz,St. Louise Regional Hospital,['Saint Louise Regional Hospital'],1
Santa Cruz,Sutter Maternity & Surgery Center of Santa Cruz,"['Dominican Hospital', 'Soquel Dr & Chanticleer Ave', 'Soquel Dr & Thurber Ln', 'Soquel Dr & Winkle Ave', 'Soquel Dr & Winkle Ave', 'Soquel Dr (Dominican Hospital)', 'Soquel Dr & Paul Sweet Rd', 'Soquel Dr & Rodeo Gulch Rd', 'Soquel Dr & Research Park Dr']",9
Marin,MarinHealth Medical Center,"['Sir Francis Drake Blvd & Bon Air Rd', 'Via Casitas & El Portal Dr', 'Magnolia Av & Bon Air Rd', 'Marin Health Medical Center-250 Bon Air Rd', 'Bon Air Rd & MHMC Emergency Entrance Rd', 'Bon Air Rd & Schultz Memorial Dr', '1220 S Eliseo Dr', 'S Eliseo Dr At Hamilton Park', 'Sir Francis Drake Blvd & Bon Air Rd', 'Sir Francis Drake Blvd & Bon Air Rd', '5 Bon Air Rd', 'Bon Air Rd & Magnolia Ave', '630 S Eliseo Dr', 'Via Casitas & El Portal Dr', 'Magnolia Ave & Bon Air Rd', 'Via Casitas & El Portal Dr', 'Magnolia Ave & Bon Air Rd', 'Sir Francis Drake Blvd & Wolfe Grade', 'Magnolia Ave & Dartmouth Dr', 'Sir Francis Drake Blvd & El Portal Dr']",20
Marin,Kentfield Hospital,"['College of Marin - Sir Francis Drake Blvd & Elm Av', 'College of Marin College Av & Sir Francis Drake', 'Sir Francis Drake Blvd Opposite 1111 Sir Francis', '1111 Sir Francis Drake Blvd', 'College of Marin - Sir Francis Drake Blvd & Elm Av', 'College Of Marin Sir Francis Drake Blvd & Maple', 'Sir Francis Drake Blvd & Lagunitas Rd', 'College of Marin-College Ave & Sir Francis Drake', 'College of Marin College Av & Sir Francis Drake', 'Sir Francis Drake Blvd & Ash Av', 'Sir Francis Drake Blvd & Ash Ave', 'College Ave & Kent Ave', 'College Av & Kent Av', 'College Ave & Kent Ave', 'Sir Francis Drake Blvd & Oak Av', 'Sir Francis Drake Blvd & Rosebank Dr']",16
Marin,Novato Community Hospital,"['DeLong Av Bus Pad', 'Rowland Blvd & Rowland Way', 'DeLong Ave Bus Pad', 'Hwy 101 @ DeLong Ave Bus Pad', 'Hwy 101 @ Rowland Blvd', 'Rowland Blvd & Rowland Way', 'Rowland Blvd & Rowland Way', 'Rowland Blvd Park & Ride Lot', 'Vintage Way At Fresh Choice', 'Novato', 'S Novato Blvd & Lauren Ave', 'S Novato Blvd & Lauren Av', 'Hwy 101 @ Rowland Blvd', 'DeLong Ave & Reichert Ave', 'DeLong Ave & Reichert Ave', 'Rowland Blvd & Redwood Blvd', 'Rowland Blvd & Redwood Blvd', 'S Novato Blvd & Joan Av', 'S Novato Blvd & Arthur St', 'S Novato Blvd & Arthur St']",20
Marin,Medical Center of Marin,"['Tamalpais Dr & Casa Buena Dr', 'Tamalpais Dr & Madera Blvd', 'Madera Blvd & Mohawk Av', 'Paradise Dr Bus Pad', 'Paradise Drive Bus Pad', 'Paradise Dr & US 101 Overpass', 'Madera Blvd & Monona Dr', 'Tamalpais Dr & Meadowsweet Dr', 'Tamal Vista Blvd & Council Crest Dr', 'Tamalpais Dr & Eastman Av', 'Tamalpais Dr & Eastman Av', 'Paradise Dr & Harbor Dr', 'Paradise Dr & Madera Del Presidio Av']",13
Marin,Kentfield Hospital San Francisco,"['Fulton St & Stanyan St', 'Fulton Street & Shrader Street', 'Stanyan St & Hayes St', 'Hayes St & Shrader St', 'Fulton St & Clayton St', 'Hayes St & Clayton St', 'Fulton St & Arguello Blvd', 'Turk St & Stanyan St', 'Turk St & Parker Ave', 'Turk St & Chabot Ter', 'Turk St & Arguello Blvd', 'Haight St & Stanyan St', 'Balboa St & Arguello Blvd', 'Turk St & Roselyn Ter', 'Cole St & Haight St', 'Fulton St & Stanyan St', 'Fulton Street & Shrader Street', 'Stanyan St & Fulton St', 'Fulton St & Parker Ave', 'Fulton St & Stanyan St']",20
Marin,MarinHealth Medical Center Emergency Room,"['Sir Francis Drake Blvd & Bon Air Rd', 'Via Casitas & El Portal Dr', 'Magnolia Av & Bon Air Rd', 'Marin Health Medical Center-250 Bon Air Rd', 'Bon Air Rd & MHMC Emergency Entrance Rd', 'Bon Air Rd & Schultz Memorial Dr', '1220 S Eliseo Dr', 'Sir Francis Drake Blvd & Bon Air Rd', 'S Eliseo Dr At Hamilton Park', 'Sir Francis Drake Blvd & Bon Air Rd', '5 Bon Air Rd', 'Bon Air Rd & Magnolia Ave', '630 S Eliseo Dr', 'Via Casitas & El Portal Dr', 'Via Casitas & El Portal Dr', 'Magnolia Ave & Bon Air Rd', 'Sir Francis Drake Blvd & Wolfe Grade', 'Magnolia Ave & Bon Air Rd', 'Sir Francis Drake Blvd & El Portal Dr', 'Magnolia Ave & Dartmouth Dr']",20
Marin,UCSF Health St. Mary's Hospital,"['Fulton St & Stanyan St', 'Stanyan St & Hayes St', 'Fulton Street & Shrader Street', 'Hayes St & Shrader St', 'Fulton St & Arguello Blvd', 'Hayes St & Clayton St', 'Fulton St & Clayton St', 'Turk St & Stanyan St', 'Turk St & Parker Ave', 'Turk St & Chabot Ter', 'Haight St & Stanyan St', 'Turk St & Arguello Blvd', 'Balboa St & Arguello Blvd', 'Cole St & Haight St', 'Turk St & Roselyn Ter', 'Stanyan St & Fulton St', 'Fulton St & Stanyan St', 'Hayes St & Stanyan St', 'Fulton Street & Shrader Street', 'Stanyan St & Hayes St']",20
Marin,Marin General Hospital: Women & Children's Services,"['Sir Francis Drake Blvd & Bon Air Rd', 'Magnolia Av & Bon Air Rd', 'Marin Health Medical Center-250 Bon Air Rd', 'Bon Air Rd & MHMC Emergency Entrance Rd', 'Bon Air Rd & Schultz Memorial Dr', 'Via Casitas & El Portal Dr', 'Sir Francis Drake Blvd & Bon Air Rd', 'Sir Francis Drake Blvd & Bon Air Rd', '1220 S Eliseo Dr', 'S Eliseo Dr At Hamilton Park', '5 Bon Air Rd', 'Sir Francis Drake Blvd & Wolfe Grade', 'Bon Air Rd & Magnolia Ave', 'Magnolia Ave & Bon Air Rd', 'Via Casitas & El Portal Dr', '630 S Eliseo Dr', 'Magnolia Ave & Bon Air Rd', 'Magnolia Ave & Dartmouth Dr', 'Sir Francis Drake Blvd & Wolfe Grade', 'Via Casitas & El Portal Dr']",20
Marin,Kaiser Permanente San Rafael Medical Center,"['Nova Albion Way & Montecillo Rd', 'Nova Albion Way & Arias St', 'Montecillo Rd at Kaiser Hospital Lot A', 'Montecillo Rd & Kaiser Hospital Lot C', 'Nova Albion Way & Montecillo Rd', 'Nova Albion Way & Montecillo Rd', 'Terra Linda High School', 'Nova Albion Way & Arias St', 'Nova Albion Way & Arias St', 'Las Gallinas Ave & Nova Albion Way', 'Manuel T Freitas Pkwy & Las Gallinas Av', 'Las Gallinas Av & Northgate Dr', 'Manuel T Freitas Pkwy & Las Pavadas Av', 'Las Gallinas Ave & Northgate Dr', 'Las Gallinas Av & Holly Dr', 'Manuel T Freitas Pkwy & Las Pavadas Av', 'Freitas Pkwy & Northgate Dr', 'Las Gallinas Av & Oleander Dr', 'Manuel T Freitas Pkwy & Del Ganado Rd']",19
Marin,Petaluma Valley Hospital,"['N. McDowell Blvd. & Rainer Ave.', 'N Mcdowell Blvd at Lynch Creek NB', 'McDowell Blvd & Lynch Creek Way', 'N McDowell Blvd (Lucchesi Park)', 'Maria Dr at Professional Dr', 'Mcdowell and Community Center', 'Maria Dr at Monroe St Eldred NB', 'N Mcdowell Blvd at Petaluma Plaza Sc', 'Rainier Ave & Maria Dr', 'Maria Dr at Monroe St Eldred SB', 'Rainier Ave & Maria Dr', 'Senior Center (E Madison St at Novak Dr)', 'E Madison St at Novak Dr Sr Cent', 'N McDowell Blvd & Rainer Ave', 'McDowell Blvd & Rainer Ave', 'N Mcdowell Blvd at Rainier Ave NB', 'McDowell Blvd & E Washington St', 'Sonoma Mtn Pkwy at Clary Way SB', 'Rainier Ave. & Acadia Dr.', 'Rainier Ave & Acadia Dr']",20
Marin,Marin Community Healthcare,"['4th St & Ida St', '4th St & Ida St', '4th St & Greenfield Ave', '4th St & Greenfield Ave', '4th St & E St', 'Fourth St & C St', '4th St & C St', '4th St & C St', '4th St & Santa Margarita Ave']",9
Marin,Sutter Solano Medical Center,"['Vallejo', 'Hospital Drive & Tuolumne', 'Tuolumne & Del Mar', 'Hospital Drive & Tuolumne', 'Tuolumne St & Hospital Dr', 'Sutter Hospital SB', 'Tuolumne St & Hospital Dr', 'Tuolumne St & Sereno Dr', 'Tuolumne St & Sereno Dr', 'Sereno Dr & San Marino Ave', 'Tuolumne St & Parkview Ter', 'Tuolumne St & Del Mar Ave', 'Sereno Dr & Mesa Verde St', 'Tuolumne St & Del Mar Ave', 'Tuolumne St & Parkview Ter', 'Fairgrounds Dr. & Sereno', 'Tuolumne St & Mitchell Ct', 'Fairgrounds Dr & Sereno Dr', 'Fairgrounds Dr & Sereno Dr', 'Six Flags Discovery Kingdom']",20
Marin,San Francisco VA Medical Center,"['Geary Blvd & 39th Ave', 'Legion of Honor', 'V.A. Hospital', '43rd Ave & Clement St', '42nd Ave & Clement St', 'Point Lobos Ave & 44th Ave', '43rd Ave & Point Lobos Ave', 'Point Lobos Ave & 46th Ave', 'Point Lobos Ave & 42nd Ave', 'Geary Blvd & 45th Ave', 'Geary Blvd & 42nd Ave', 'Geary Blvd & 39th Ave', '48th Ave & Point Lobos Ave', 'Legion Of Honor', 'Geary Blvd & 39th Ave', 'Legion Of Honor', 'Balboa St & 43rd Ave', '45th Ave & Balboa St', 'Balboa St & 43rd Ave', 'Balboa St & 43rd Ave']",20
Marin,Kaiser Permanente Richmond Medical Center,"['Richmond', 'Richmond', 'Harbour Way at Barrett Ave', 'MacDonald Av:7th St', '6th St:Nevin Av', 'Harbour Way & Bissell Av', 'MacDonald Av:Marina Way', 'Harbour Way:Pennsylvania Av', '7th St:Pennsylvania Av', 'Barrett Av + Harbour Way', 'MacDonald Av & 7th St', 'Harbour Way at Barrett Ave.', '6th St & Nevin Av', '6th St & Barrett Av', 'MacDonald Av & 7th St', 'MacDonald Av & 11th St', '6th St & Barrett Av', '6th St & Nevin Av', 'Harbour Way & MacDonald Av', 'Harbour Way & Roosevelt Av']",20
Marin,AHMC Seton Medical Center,"['Colma', 'Alta Loma Ave & Saint Francis Blvd', 'Eastmoor Ave & Sullivan Ave', 'Saint Francis Blvd & Mariposa Ave', 'Saint Francis Blvd & Casa Ave', 'Sullivan Ave & Southgate Ave', 'Junipero Serra Blvd & Colma Blvd', 'Alta Loma Ave & Eastmoor Ave', 'Southgate Ave & Cerro Dr', 'Seton Medical Office Center (1800-1850 Sullivan)', 'San Fernando Way & Seton Medical Ctr Rear Entrance', 'Seton Medical Ctr-Daly City', 'Buena Vista Ave & Camelia Dr', 'Alta Loma Ave & Saint Francis Blvd', 'Junipero Serra Blvd & Colma Park N Ride', 'Alta Loma Ave & Saint Francis Blvd', 'Eastmoor Ave & Sullivan Ave', 'Saint Francis Blvd & Mariposa Ave', 'Eastmoor Ave & Sullivan Ave', 'Eastmoor Ave & Mirada Dr']",20
Marin,West Marin Medical Center,['Pt Reyes Downtown-Shoreline Hwy & 3rd St'],1
Marin,Sonoma Valley Hospital,"['Sonoma Valley Hospital', '3rd St. West & Perkins St.', 'Fifth St. West & West MacArthur', '5th St. W. & W. Napa', 'Hwy. 12 & 3rd St. West', 'Sonoma Valley Hospital', 'Sonoma Valley Hospital', '3rd St West & Perkins St', '3rd St West & Perkins St', '2nd St W & Andrieux (Ac Son Medical Ctr)', '5th St West & Andrieux St', '2nd St W & Andrieux (Sonoma Medical Ctr)', 'W MacArthur St & 4th St West', '2nd St West & Bettencourt St', '2nd St W & Bettencourt St', 'West MacArthur St & 4th St West', 'Fifth St West & Andrieux St', 'Pueblo Serena MHP', 'Pueblo Serena MHP', '2nd St W & Sonoma Marketplace']",20
Marin,UCSF Medical Center,"['Parnassus Ave & Hillway Ave', 'Parnassus Ave &4th Ave', 'Parnassus Ave & Willard St', 'Frederick St & Willard St', 'Parnassus Ave & Stanyan St', 'Lincoln Way & 5th Ave', 'Carl St & Stanyan St', 'Judah St & 7th Ave', 'Stanyan St & Frederick St', '500 Parnassus - Ucsf Panassus', 'Parnassus Ave & Hillway Ave', 'Irving St & Arguello Blvd', 'Parnassus Ave & Hillway Ave', 'Irving St & 2nd Ave', 'Parnassus Ave & 4th Ave', 'Parnassus Ave & 4th Ave', 'Parnassus Ave &4th Ave', 'Carl St & Hillway Ave', 'Parnassus Ave & Shrader St', 'Parnassus Ave & Willard St']",20
Marin,MarinHealth Foundation,"['Magnolia Av & Bon Air Rd', '1220 S Eliseo Dr', 'S Eliseo Dr At Hamilton Park', 'Marin Health Medical Center-250 Bon Air Rd', '5 Bon Air Rd', 'Bon Air Rd & Magnolia Ave', 'Magnolia Ave & Bon Air Rd', 'Bon Air Rd & MHMC Emergency Entrance Rd', 'Magnolia Ave & Bon Air Rd', 'Bon Air Rd & Schultz Memorial Dr', 'Sir Francis Drake Blvd & Bon Air Rd', 'Magnolia Ave & Dartmouth Dr', 'Magnolia Ave & Skylark Dr', '630 S Eliseo Dr', 'Via Casitas & El Portal Dr', 'Sir Francis Drake Blvd & Bon Air Rd', 'Sir Francis Drake Blvd & Bon Air Rd', 'Via Casitas & El Portal Dr', 'Via Casitas & El Portal Dr', 'S Eliseo Dr & Via Belardo']",20
Marin,MarinHealth Urgent Care | A UCSF Health Clinic,"['Interocean Steamship Corporation', 'Los Ranchitos Rd & Northgate Dr', 'Terra Linda', 'Las Gallinas Ave & Northgate Mall', 'Las Gallinas Ave at Northgate Mall', 'Marin Civic Center', 'Las Gallinas Ave & Northgate Mall', 'Civic Center Dr & Mcinnis Pkwy (Civic Center SMART)', 'Civic Center Dr & Mcinnis Pkwy (Civic Center SMART)', 'Los Ranchitos Rd & Northgate Dr', 'Hwy 101 @ Terra Linda Bus Pad SB', 'Los Ranchitos Rd & Northgate Dr', 'Las Gallinas Ave & Northgate Dr', 'Los Ranchitos Rd & Golden Hinde Blvd', 'Los Ranchitos Rd & Golden Hinde Blvd', 'Las Gallinas Av & Northgate Dr', 'Freitas Pkwy & Northgate Dr', 'Marin Civic Center-Judge Haley Dr & Civic Ctr Dr', 'Marin Civic Center-Judge Haley Dr & Civic Ctr Dr', 'Marin Civic Center-Judge Haley Dr & Civic Ctr Dr']",20
Trinity,Trinity Hospital,"['Trinity Hospital', 'Weaverville Library', 'Trinideli', 'Weaverville Post Office Complex', 'Chevron Mini Mart', 'Main Street Auto']",6
Trinity,Mountain Communities Healthcare District,"['Trinity Hospital', 'Weaverville Library', 'Trinideli', 'Weaverville Post Office Complex', 'Chevron Mini Mart', 'Main Street Auto']",6
Nevada,Sierra Nevada Memorial Hospital,"['SNM Building #1 Hospital', 'SNM Building #3 Hospital', 'E Main St at Main St Professional Ctr', 'E Main St at Professional Bldg', 'Dorsey Dr At Catherine', 'SNM Building #4 Hospital', 'Dorsey Dr at Segsworth Way', 'E Main St at The Fairway Bldg', 'Granite Wellness', 'Hughes Rd at Sierra Cinemas', 'Sierra College Dr at Chapa De Clinic', 'Dorsey Dr across from Springhill Gardens Apts', 'Joerschke Dr at Valley Commons', 'Dorsey Dr at Springhill Gardens Apts', 'E Main St at E Berryhill Dr', 'Sierra College Dr at Litton Trail', 'Rockwood Dr at Hughes Rd', 'E Main St at W Berryhill Dr', 'Sierra College Dr at Fire Dept Sta 2', 'Dorsey Dr at Grass Valley Terrace Apts']",20
Nevada,Emergency Room - Sierra Nevada Memorial Hospital,"['SNM Building #1 Hospital', 'SNM Building #3 Hospital', 'E Main St at Main St Professional Ctr', 'E Main St at Professional Bldg', 'Dorsey Dr At Catherine', 'SNM Building #4 Hospital', 'Dorsey Dr at Segsworth Way', 'E Main St at The Fairway Bldg', 'Granite Wellness', 'Hughes Rd at Sierra Cinemas', 'Sierra College Dr at Chapa De Clinic', 'Dorsey Dr across from Springhill Gardens Apts', 'Joerschke Dr at Valley Commons', 'Dorsey Dr at Springhill Gardens Apts', 'E Main St at E Berryhill Dr', 'Sierra College Dr at Litton Trail', 'Rockwood Dr at Hughes Rd', 'E Main St at W Berryhill Dr', 'Dorsey Dr at Grass Valley Terrace Apts', 'Sierra College Dr at Fire Dept Sta 2']",20
Nevada,Tahoe Forest Hospital,"['Donner Pass Rd at Tahoe Forest Medical Offices', 'Donner Pass Rd at Tahoe Forest Cancer Center', 'Truckee – Pine Ave', 'Truckee – Pine Ave', 'Donner Pass Rd at Gateway Center (Safeway Bus Shelter)', 'Truckee – Safeway', 'Donner Pass Rd at Grocery Outlet/Vista Ave', 'Truckee – Safeway', 'Hwy 89 at Bank of America (old CHP office)', 'Highway 89 South Between DMV and Freeway', 'Donner Pass Rd at ACE Mountain Hardware', 'Donner Pass Rd at Donner Plaza', 'Hwy 89 at College Trail', 'Hwy 89 at Deerfield Dr (Crossroad Driveway)', 'Truckee – Meadow Way', 'Truckee – Meadow Way', 'Deerfield Dr at Crossroads Center (Post Office)', 'Hwy 89 West River Mousehole']",18
Nevada,Northern Nevada Medical Center,"['Northern Nevada Med Center', 'Northern Nevada Medical Center', ""E Prater Way and Pete's Way"", 'E Prater Way and Dolce Drive', 'E Prater Way and Vista Boulevard', 'E Prater Way and Vista Boulevard', 'E Prater Way and Feeder Street', 'Prater/Feeder', 'E Prater Way and Feeder Street']",9
Nevada,Sierra Nv Memorial Hospital Wound Care,"['Sierra College Dr at Rotary Fields', 'Sierra College Dr at BriarPatch Co-op', 'Litton Dr', '380 Sierra College Dr', 'Sierra College Dr across from 380 Medical Building', 'Litton Dr at Litton Building', '400 Sierra College Dr', 'Sierra College Dr across from 400 Medical Building', 'Sierra College Dr at Fire Dept Sta 2', 'Sierra College Dr at Litton Trail', 'Ridge Rd at Morgan Ranch Dr', 'Sierra College', 'Nevada Union High School', 'Ridge Rd at Ventana Sierra Dr across from Nevada Union High School', 'Ridge Rd across from Hughes Rd', 'Sierra College Dr at Chapa De Clinic', 'Granite Wellness', 'Ridge Rd at Hughes Rd', 'Hughes Rd at Lidster Ave', 'E Main St at Professional Bldg']",20
Nevada,Carson Tahoe Regional Medical Center,"['Medical Parkway/Carson Tahoe Regional Medical Center - Main Entrance', 'Carson Medical Group-Pediatrics', 'Medical Parkway/Merrimer Cottages', 'Sierra Surgical Hospital', 'Carson Tahoe Cancer Center', 'Medical Parkway & Vista', 'N Carson Street and Hospitality Way', 'Medical Parkway & Carson (fs)', 'Carson Street and Medical Parkway']",9
Nevada,Sierra Medical Center,"['Sierra Center Parkway and Maestro Drive', 'Sierra Center Parkway at Intuit Entrance', 'Sierra Center/Maestro', 'Sierra Center Parkway at Sierra Town Center', 'Sierra Center Parkway and Maestro Drive']",5
Nevada,Incline Village Community Hospital,"['Hwy 28 at Christmas Tree Village', 'Incline Village – Christmas Tree Village', 'Hwy 28 at Village Blvd', 'Incline Village – Raleys', ""Hw 28 Raley's Shopping Center"", 'Hwy 28 at US Bank', 'Incline Village – Raleys', 'Incline Village – Wells Fargo', 'Hwy 28 at Northwoods 76 Gas Station', 'Southwood at Bowl Incline', 'Incline Village – Skate Park', 'Southwood Skate Park at Hwy 28', 'Hwy 28 at Northwood Blvd Mountain Side', 'Hwy 28 at Toepa', 'Incline Village – Wells Fargo', 'Incline Village – Skate Park', 'Village Blvd at Juanita Rd']",17
Nevada,Dignity Health Medical Group - Sierra Nevada,"['Sierra College Dr at Fire Dept Sta 2', 'Sierra College Dr at Litton Trail', 'Sierra College Dr at BriarPatch Co-op', 'Sierra College Dr at Rotary Fields', 'Litton Dr', 'Litton Dr at Litton Building', 'Sierra College Dr at Chapa De Clinic', 'Granite Wellness', '380 Sierra College Dr', 'Sierra College Dr across from 380 Medical Building', 'E Main St at Professional Bldg', 'E Main St at Main St Professional Ctr', 'Sierra College', '400 Sierra College Dr', 'Sierra College Dr across from 400 Medical Building', 'Rockwood Dr at Hughes Rd', 'E Main St at The Fairway Bldg', 'Dorsey Dr At Catherine', 'Hughes Rd at Sierra Cinemas', 'Hughes Rd at Lidster Ave']",20
Nevada,Dignity Health,"['Dorsey Dr across from Crystal Ridge Care Ctr', 'Dorsey Dr at Sutton Way', 'Sutton Way at Laura Wilcox Bldg and Oak Ridge Apts', 'Dorsey Dr at Senior Apts', 'Sutton Way at Glenbrook Apts']",5
Mono,Mammoth Hospital,"['Shilo Inn', 'Stop 11-OMR / Gateway Ctr', 'Stop 12-Main St. / Laurel Mt. Rd', 'Stop 27 - Sierra Park Rd / Tavern Rd', 'Stop 27 - Sierra Park Rd / Tavern Rd', 'Stop 26 - Sierra Park Rd / Meridian Blvd', 'Mammoth Lakes', 'Stop 108 - Tavern Rd / Old Mammoth Rd (Park & Ride)', 'Stop 107 - Tavern Rd / Old Mammoth Rd (Park & Ride)', 'Mammoth Lakes Park & Ride', 'Stop 10 - Old Mammoth Rd / Sierra Nevada Rd', 'Stop 26 - Sierra Park Rd / Meridian Blvd', 'Stop 27A - Sierra Park Rd / Hwy 203', 'Stop 11 - Old Mammoth Rd / Main St', 'Mammoth Lakes CA', 'Stop 28 - Hwy 203 / Mammoth Mountain RV Park', 'Stop 32 - Meridian Blvd / Old Mammoth Rd (East)', 'Stop 9 - Old Mammoth Rd / Meridian Blvd (North)', 'Stop 9 - Old Mammoth Rd / Meridian Blvd (North)', 'Stop 29 - Mammoth Lakes Welcome Center']",20
